	Name	M1	M1_atom_number	M2	M2_atom_number	M3	M3_atom_number	Support 	Support_ID	M2_mol	M3_mol	M1_mol%	M2_mol%	M3_mol%	Temp	Total_flow	Ar_flow	CH4_flow	O2_flow	CT	CH4/O2	CH4_conv	C2y	C2H6y	C2H4y	COy	CO2y	C2s	C2H6s	C2H4s	COs	CO2s	BET_surface_area	rate_constant	radii_M1	radii_M2	radii_M3	chi_M1	chi_M2	chi_M3
1655	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	775	20	14.0	5.1	0.9	0.38	6	15.13	11.24	5.36	5.88	0.02	2.44	74.29	35.43	38.86	0.13	16.13	300.0	0.3137739155886796	1.39	1.66	1.62	1.55	0.93	1.7
1656	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	10	1.5	5.7	2.8	0.75	2	33.81	8.32	1.83	6.49	19.63	6.78	24.61	5.41	19.2	58.06	20.05	300.0	0.1158212440288825	1.39	1.66	1.62	1.55	0.93	1.7
1657	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	15	2.3	8.5	4.3	0.5	2	34.11	8.92	2.14	6.78	19.95	6.73	26.15	6.27	19.88	58.49	19.73	300.0	0.1868638895851049	1.39	1.66	1.62	1.55	0.93	1.7
1658	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	20	3.0	11.3	5.7	0.38	2	33.08	9.38	2.39	6.99	20.05	6.73	28.36	7.22	21.13	60.61	20.34	300.0	0.25919801776078744	1.39	1.66	1.62	1.55	0.93	1.7
1659	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	10	1.5	6.4	2.1	0.75	3	26.92	8.77	2.28	6.49	12.43	3.87	32.58	8.47	24.11	46.17	14.38	300.0	0.12238186084094453	1.39	1.66	1.62	1.55	0.93	1.7
1660	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	15	2.3	9.6	3.2	0.5	3	23.36	10.66	3.24	7.42	11.97	4.21	45.63	13.87	31.76	51.24	18.02	300.0	0.22544174012823756	1.39	1.66	1.62	1.55	0.93	1.7
1661	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	20	3.0	12.8	4.3	0.38	3	26.29	11.43	3.71	7.72	11.02	4.41	43.48	14.11	29.36	41.92	16.77	300.0	0.3194131214910518	1.39	1.66	1.62	1.55	0.93	1.7
1662	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	10	1.5	6.8	1.7	0.75	4	20.51	10.56	3.47	7.09	7.85	3.27	51.49	16.92	34.57	38.27	15.94	300.0	0.14880290210840316	1.39	1.66	1.62	1.55	0.93	1.7
1663	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	15	2.3	10.2	2.6	0.5	4	20.99	13.27	4.69	8.58	6.36	3.97	63.22	22.34	40.88	30.3	18.91	300.0	0.2847406825834541	1.39	1.66	1.62	1.55	0.93	1.7
1664	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	20	3.0	13.6	3.4	0.38	4	22.94	14.39	5.31	9.08	5.68	4.1	62.73	23.15	39.58	24.76	17.87	300.0	0.40886338745709766	1.39	1.66	1.62	1.55	0.93	1.7
1665	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	10	1.5	7.3	1.2	0.75	6	18.9	12.68	4.67	8.01	2.75	2.94	67.09	24.71	42.38	14.55	15.56	300.0	0.180787539075131	1.39	1.66	1.62	1.55	0.93	1.7
1666	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	15	2.3	10.9	1.8	0.5	6	18.25	13.91	5.44	8.47	2.06	3.12	76.22	29.81	46.41	11.29	17.1	300.0	0.29955385063645623	1.39	1.66	1.62	1.55	0.93	1.7
1667	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	20	3.0	14.6	2.4	0.38	6	18.21	13.29	5.54	7.75	1.89	2.86	72.98	30.42	42.56	10.38	15.71	300.0	0.37526570683953236	1.39	1.66	1.62	1.55	0.93	1.7
1668	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	10	4.0	4.0	2.0	0.75	2	33.89	9.86	2.72	7.14	18.25	7.73	29.09	8.03	21.07	53.85	22.81	300.0	0.13840822496745223	1.39	1.66	1.62	1.55	0.93	1.7
1669	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	15	6.0	6.0	3.0	0.5	2	36.43	11.59	3.6	7.99	16.54	8.3	31.81	9.88	21.93	45.4	22.78	300.0	0.24637020114075664	1.39	1.66	1.62	1.55	0.93	1.7
1670	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	20	8.0	8.0	4.0	0.38	2	36.15	12.1	3.85	8.25	16.83	8.13	33.47	10.65	22.82	46.56	22.49	300.0	0.33939574025515806	1.39	1.66	1.62	1.55	0.93	1.7
1671	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	10	4.0	4.5	1.5	0.75	3	27.48	10.93	3.22	7.71	11.0	4.88	39.77	11.72	28.06	40.03	17.76	300.0	0.15433014472575093	1.39	1.66	1.62	1.55	0.93	1.7
1672	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	15	6.0	6.8	2.3	0.5	3	28.29	12.4	3.93	8.47	10.05	4.82	43.83	13.89	29.94	35.52	17.04	300.0	0.26477837609149124	1.39	1.66	1.62	1.55	0.93	1.7
1673	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	20	8.0	9.0	3.0	0.38	3	27.02	13.03	4.08	8.95	10.02	4.77	48.22	15.1	33.12	37.08	17.65	300.0	0.3673867220695198	1.39	1.66	1.62	1.55	0.93	1.7
1674	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	10	4.0	4.8	1.2	0.75	4	20.59	10.04	2.76	7.28	8.46	3.25	48.76	13.4	35.36	41.09	15.78	300.0	0.1410734118626353	1.39	1.66	1.62	1.55	0.93	1.7
1675	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	15	6.0	7.2	1.8	0.5	4	21.41	11.08	3.29	7.79	7.55	3.19	51.75	15.37	36.38	35.26	14.9	300.0	0.2348661937841911	1.39	1.66	1.62	1.55	0.93	1.7
1676	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	20	8.0	9.6	2.4	0.38	4	21.86	11.98	3.73	8.25	7.32	3.2	54.8	17.06	37.74	33.49	14.64	300.0	0.33580559106617375	1.39	1.66	1.62	1.55	0.93	1.7
1677	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	10	4.0	5.1	0.9	0.75	6	14.75	9.62	2.72	6.9	4.35	2.1	65.22	18.44	46.78	29.49	14.24	300.0	0.13486290933994358	1.39	1.66	1.62	1.55	0.93	1.7
1678	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	15	6.0	7.7	1.3	0.5	6	15.93	10.84	3.27	7.57	3.69	2.12	68.05	20.53	47.52	23.16	13.31	300.0	0.22947535494084664	1.39	1.66	1.62	1.55	0.93	1.7
1679	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	20	8.0	10.3	1.7	0.38	6	16.38	11.59	3.65	7.94	3.73	2.12	70.76	22.28	48.47	22.77	12.94	300.0	0.3241713172904693	1.39	1.66	1.62	1.55	0.93	1.7
1680	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	10	7.0	2.0	1.0	0.75	2	37.86	7.36	1.03	6.33	21.08	6.41	19.44	2.72	16.72	55.68	16.93	300.0	0.10193222955120834	1.39	1.66	1.62	1.55	0.93	1.7
1681	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	15	10.5	3.0	1.5	0.5	2	39.79	7.91	1.36	6.55	18.95	5.69	19.88	3.42	16.46	47.63	14.3	300.0	0.1648076525096313	1.39	1.66	1.62	1.55	0.93	1.7
1682	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	20	14.0	4.0	2.0	0.38	2	38.9	8.27	1.39	6.88	20.5	5.74	21.26	3.57	17.69	52.7	14.76	300.0	0.227159753859282	1.39	1.66	1.62	1.55	0.93	1.7
1683	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	10	7.0	2.3	0.8	0.75	3	27.34	6.94	0.88	6.06	14.44	3.96	25.38	3.22	22.17	52.82	14.48	300.0	0.0959009860954519	1.39	1.66	1.62	1.55	0.93	1.7
1684	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	15	10.5	3.4	1.1	0.5	3	27.35	8.18	1.39	6.79	12.21	3.57	29.91	5.08	24.83	44.64	13.05	300.0	0.17068009433403072	1.39	1.66	1.62	1.55	0.93	1.7
1685	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	20	14.0	4.5	1.5	0.38	3	28.44	11.81	3.08	8.73	9.72	4.33	41.53	10.83	30.7	34.18	15.23	300.0	0.3307279160210577	1.39	1.66	1.62	1.55	0.93	1.7
1686	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	10	7.0	2.4	0.6	0.75	4	24.37	12.72	3.38	9.34	5.31	4.17	52.2	13.87	38.33	21.79	17.11	300.0	0.18139845928436796	1.39	1.66	1.62	1.55	0.93	1.7
1687	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	15	10.5	3.6	0.9	0.5	4	26.15	17.81	5.46	12.35	2.22	5.01	68.11	20.88	47.23	8.49	19.16	300.0	0.3922730916553653	1.39	1.66	1.62	1.55	0.93	1.7
1688	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	20	14.0	4.8	1.2	0.38	4	27.15	18.76	6.2	12.56	1.91	5.17	69.1	22.84	46.26	7.03	19.04	300.0	0.5467432875681775	1.39	1.66	1.62	1.55	0.93	1.7
1689	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	10	7.0	2.6	0.4	0.75	6	19.77	15.5	5.52	9.98	0.32	3.87	78.4	27.92	50.48	1.62	19.58	300.0	0.22455820216661768	1.39	1.66	1.62	1.55	0.93	1.7
1690	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	15	10.5	3.9	0.6	0.5	6	14.71	11.73	5.48	6.25	0.47	3.13	79.74	37.25	42.49	3.2	21.28	300.0	0.24953977391189966	1.39	1.66	1.62	1.55	0.93	1.7
1691	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	750	20	14.0	5.1	0.9	0.38	6	9.47	7.14	4.19	2.95	0.27	2.29	75.4	44.24	31.15	2.85	24.18	300.0	0.194940008937673	1.39	1.66	1.62	1.55	0.93	1.7
1692	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	10	1.5	5.7	2.8	0.75	2	35.6	9.09	3.09	6.0	16.45	7.75	25.53	8.68	16.85	46.21	21.77	300.0	0.12706690647243266	1.39	1.66	1.62	1.55	0.93	1.7
1693	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	15	2.3	8.5	4.3	0.5	2	34.87	10.03	3.56	6.47	15.98	7.94	28.76	10.21	18.55	45.83	22.77	300.0	0.21138780911812804	1.39	1.66	1.62	1.55	0.93	1.7
1694	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	20	3.0	11.3	5.7	0.38	2	31.74	10.22	3.74	6.48	16.18	7.44	32.2	11.78	20.42	50.98	23.44	300.0	0.28370513851132995	1.39	1.66	1.62	1.55	0.93	1.7
1695	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	10	1.5	6.4	2.1	0.75	3	23.75	10.61	4.14	6.47	8.06	5.58	44.67	17.43	27.24	33.94	23.49	300.0	0.14954848918444014	1.39	1.66	1.62	1.55	0.93	1.7
1696	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	15	2.3	9.6	3.2	0.5	3	15.98	9.76	4.2	5.56	6.78	4.7	61.08	26.28	34.79	42.43	29.41	300.0	0.20539479647668524	1.39	1.66	1.62	1.55	0.93	1.7
1697	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	20	3.0	12.8	4.3	0.38	3	15.09	8.47	3.85	4.62	5.9	3.68	56.13	25.51	30.62	39.1	24.39	300.0	0.23290368050369314	1.39	1.66	1.62	1.55	0.93	1.7
1698	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	10	1.5	6.8	1.7	0.75	4	15.89	8.69	3.94	4.75	3.74	3.81	54.69	24.8	29.89	23.54	23.98	300.0	0.1212131671464568	1.39	1.66	1.62	1.55	0.93	1.7
1699	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	15	2.3	10.2	2.6	0.5	4	10.27	6.64	3.4	3.24	2.68	2.77	64.65	33.11	31.55	26.1	26.97	300.0	0.1374143960195817	1.39	1.66	1.62	1.55	0.93	1.7
1700	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	20	3.0	13.6	3.4	0.38	4	7.01	5.51	3.03	2.48	2.07	2.16	78.6	43.22	35.38	29.53	30.81	300.0	0.14914783471988646	1.39	1.66	1.62	1.55	0.93	1.7
1701	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	10	1.5	7.3	1.2	0.75	6	10.26	5.8	3.2	2.6	1.23	2.3	56.53	31.19	25.34	11.99	22.42	300.0	0.07966667254103206	1.39	1.66	1.62	1.55	0.93	1.7
1702	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	15	2.3	10.9	1.8	0.5	6	7.19	4.12	2.54	1.58	0.89	1.66	57.3	35.33	21.97	12.38	23.09	300.0	0.08414555284381554	1.39	1.66	1.62	1.55	0.93	1.7
1703	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	20	3.0	14.6	2.4	0.38	6	4.15	3.06	1.99	1.07	0.48	1.23	73.73	47.95	25.78	11.57	29.64	300.0	0.08178409360752999	1.39	1.66	1.62	1.55	0.93	1.7
1704	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	10	4.0	4.0	2.0	0.75	2	29.16	10.46	3.91	6.55	11.21	7.76	35.87	13.41	22.46	38.44	26.61	300.0	0.14731297756702924	1.39	1.66	1.62	1.55	0.93	1.7
1705	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	15	6.0	6.0	3.0	0.5	2	20.54	9.15	3.81	5.34	8.52	5.62	44.55	18.55	26.0	41.48	27.36	300.0	0.1919207822918224	1.39	1.66	1.62	1.55	0.93	1.7
1706	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	20	8.0	8.0	4.0	0.38	2	17.68	8.05	3.54	4.51	7.03	4.38	45.53	20.02	25.51	39.76	24.77	300.0	0.22085588141516127	1.39	1.66	1.62	1.55	0.93	1.7
1707	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	10	4.0	4.5	1.5	0.75	3	14.74	7.81	3.68	4.13	3.77	4.3	52.99	24.97	28.02	25.58	29.17	300.0	0.10842469490345126	1.39	1.66	1.62	1.55	0.93	1.7
1708	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	15	6.0	6.8	2.3	0.5	3	9.28	5.48	2.98	2.5	2.76	2.89	59.05	32.11	26.94	29.74	31.14	300.0	0.11271746733876847	1.39	1.66	1.62	1.55	0.93	1.7
1709	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	20	8.0	9.0	3.0	0.38	3	6.17	4.5	2.67	1.83	1.7	2.27	72.93	43.27	29.66	27.55	36.79	300.0	0.12116825921422854	1.39	1.66	1.62	1.55	0.93	1.7
1710	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	10	4.0	4.8	1.2	0.75	4	9.47	5.87	3.24	2.63	1.7	3.1	61.99	34.21	27.77	17.95	32.73	300.0	0.08065784057194997	1.39	1.66	1.62	1.55	0.93	1.7
1711	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	15	6.0	7.2	1.8	0.5	4	5.17	3.89	2.38	1.51	0.89	2.06	75.24	46.03	29.21	17.21	39.85	300.0	0.07935363430579685	1.39	1.66	1.62	1.55	0.93	1.7
1712	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	20	8.0	9.6	2.4	0.38	4	5.29	3.01	1.94	1.07	0.55	1.57	56.9	36.67	20.23	10.4	29.68	300.0	0.08042711995431573	1.39	1.66	1.62	1.55	0.93	1.7
1713	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	10	4.0	5.1	0.9	0.75	6	4.87	4.06	2.48	1.58	0.61	1.99	83.37	50.92	32.44	12.53	40.86	300.0	0.055262919885564636	1.39	1.66	1.62	1.55	0.93	1.7
1714	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	15	6.0	7.7	1.3	0.5	6	4.73	2.83	1.83	1.0	0.25	1.43	59.83	38.69	21.14	5.29	30.23	300.0	0.05741632827348748	1.39	1.66	1.62	1.55	0.93	1.7
1715	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	20	8.0	10.3	1.7	0.38	6	3.23	2.05	1.37	0.68	0.08	1.05	63.47	42.41	21.05	2.48	32.51	300.0	0.05450800420405676	1.39	1.66	1.62	1.55	0.93	1.7
1716	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	10	7.0	2.0	1.0	0.75	2	10.05	3.9	2.39	1.51	1.3	3.87	38.81	23.78	15.02	12.94	38.51	300.0	0.053041160015792795	1.39	1.66	1.62	1.55	0.93	1.7
1717	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	15	10.5	3.0	1.5	0.5	2	8.12	2.29	1.53	0.76	0.21	2.3	28.2	18.84	9.36	2.59	28.33	300.0	0.04633255606367917	1.39	1.66	1.62	1.55	0.93	1.7
1718	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	20	14.0	4.0	2.0	0.38	2	4.24	1.81	1.26	0.55	0.12	1.77	42.69	29.72	12.97	2.83	41.75	300.0	0.048067917912875104	1.39	1.66	1.62	1.55	0.93	1.7
1719	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	10	7.0	2.3	0.8	0.75	3	6.01	2.77	1.82	0.95	0.43	2.66	46.09	30.28	15.81	7.15	44.26	300.0	0.03745450688870081	1.39	1.66	1.62	1.55	0.93	1.7
1720	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	15	10.5	3.4	1.1	0.5	3	4.74	1.66	1.24	0.42	0.26	1.61	35.02	26.16	8.86	5.49	33.97	300.0	0.03347864800859599	1.39	1.66	1.62	1.55	0.93	1.7
1721	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	20	14.0	4.5	1.5	0.38	3	1.77	1.29	1.0	0.29	0.44	1.23	72.88	56.5	16.38	24.86	69.49	300.0	0.03416823041656523	1.39	1.66	1.62	1.55	0.93	1.7
1722	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	10	7.0	2.4	0.6	0.75	4	5.01	2.5	1.73	0.77	0.03	2.1	49.9	34.53	15.37	0.6	41.92	300.0	0.03375707731238653	1.39	1.66	1.62	1.55	0.93	1.7
1723	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	15	10.5	3.6	0.9	0.5	4	3.68	1.36	1.03	0.33	0.34	1.29	36.96	27.99	8.97	9.24	35.05	300.0	0.027386654264005134	1.39	1.66	1.62	1.55	0.93	1.7
1724	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	20	14.0	4.8	1.2	0.38	4	3.42	1.14	0.9	0.24	0.53	0.92	33.33	26.32	7.02	15.5	26.9	300.0	0.030172310813889727	1.39	1.66	1.62	1.55	0.93	1.7
1725	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	10	7.0	2.6	0.4	0.75	6	4.05	1.91	1.42	0.49	0.09	1.52	47.16	35.06	12.1	2.22	37.53	300.0	0.0257130152158228	1.39	1.66	1.62	1.55	0.93	1.7
1726	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	15	10.5	3.9	0.6	0.5	6	2.36	1.2	0.93	0.27	0.53	0.93	50.85	39.41	11.44	22.46	39.41	300.0	0.024145162468538497	1.39	1.66	1.62	1.55	0.93	1.7
1727	Mn-Na2WO4/ZSM-5	Mn	25	Na	11	W	74	ZSM-5	14	0.37	0.185	40	40	20	700	20	14.0	5.1	0.9	0.38	6	2.64	0.91	0.69	0.22	0.59	0.67	34.47	26.14	8.33	22.35	25.38	300.0	0.02405699451916681	1.39	1.66	1.62	1.55	0.93	1.7
1728	Mn-Na2WO4/TiO2	Mn	25	Na	11	W	74	TiO2	12	0.37	0.185	40	40	20	900	10	1.5	5.7	2.8	0.75	2	32.31	5.01	0.64	4.37	23.67	10.66	15.51	1.98	13.53	73.26	32.99	17.4	0.06853141744800044	1.39	1.66	1.62	1.55	0.93	1.7
1729	Mn-Na2WO4/TiO2	Mn	25	Na	11	W	74	TiO2	12	0.37	0.185	40	40	20	900	15	2.3	8.5	4.3	0.5	2	33.23	5.56	0.62	4.94	24.99	9.44	16.73	1.87	14.87	75.2	28.41	17.4	0.11441094754155837	1.39	1.66	1.62	1.55	0.93	1.7
1730	Mn-Na2WO4/TiO2	Mn	25	Na	11	W	74	TiO2	12	0.37	0.185	40	40	20	900	20	3.0	11.3	5.7	0.38	2	34.67	6.09	0.65	5.44	25.63	8.67	17.57	1.87	15.69	73.93	25.01	17.4	0.16535081360939238	1.39	1.66	1.62	1.55	0.93	1.7
1731	Mn-Na2WO4/TiO2	Mn	25	Na	11	W	74	TiO2	12	0.37	0.185	40	40	20	900	10	1.5	6.4	2.1	0.75	3	18.9	5.26	0.56	4.7	17.79	6.53	27.83	2.96	24.87	94.13	34.55	17.4	0.0720451846566475	1.39	1.66	1.62	1.55	0.93	1.7
1732	Mn-Na2WO4/TiO2	Mn	25	Na	11	W	74	TiO2	12	0.37	0.185	40	40	20	900	15	2.3	9.6	3.2	0.5	3	22.67	5.74	0.56	5.18	18.14	5.55	25.32	2.47	22.85	80.02	24.48	17.4	0.11822652898501317	1.39	1.66	1.62	1.55	0.93	1.7
1733	Mn-Na2WO4/TiO2	Mn	25	Na	11	W	74	TiO2	12	0.37	0.185	40	40	20	900	20	3.0	12.8	4.3	0.38	3	22.64	6.41	0.63	5.78	17.86	4.97	28.31	2.78	25.53	78.89	21.95	17.4	0.1743332784708587	1.39	1.66	1.62	1.55	0.93	1.7
1734	Mn-Na2WO4/TiO2	Mn	25	Na	11	W	74	TiO2	12	0.37	0.185	40	40	20	900	10	1.5	6.8	1.7	0.75	4	17.13	5.01	0.46	4.55	13.77	4.52	29.25	2.69	26.56	80.39	26.39	17.4	0.06853141744800044	1.39	1.66	1.62	1.55	0.93	1.7
1735	Mn-Na2WO4/TiO2	Mn	25	Na	11	W	74	TiO2	12	0.37	0.185	40	40	20	900	15	2.3	10.2	2.6	0.5	4	16.53	5.79	0.55	5.24	13.75	3.86	35.03	3.33	31.7	83.18	23.35	17.4	0.11928770585502986	1.39	1.66	1.62	1.55	0.93	1.7
1736	Mn-Na2WO4/TiO2	Mn	25	Na	11	W	74	TiO2	12	0.37	0.185	40	40	20	900	20	3.0	13.6	3.4	0.38	4	16.2	6.36	0.59	5.77	13.85	3.52	39.26	3.64	35.62	85.49	21.73	17.4	0.17292774569837194	1.39	1.66	1.62	1.55	0.93	1.7
1737	Mn-Na2WO4/TiO2	Mn	25	Na	11	W	74	TiO2	12	0.37	0.185	40	40	20	900	10	1.5	7.3	1.2	0.75	6	11.68	4.77	0.43	4.34	9.53	2.89	40.84	3.68	37.16	81.59	24.74	17.4	0.06516689037618224	1.39	1.66	1.62	1.55	0.93	1.7
1738	Mn-Na2WO4/TiO2	Mn	25	Na	11	W	74	TiO2	12	0.37	0.185	40	40	20	900	15	2.3	10.9	1.8	0.5	6	17.64	5.38	0.47	4.91	9.45	2.5	30.5	2.66	27.83	53.57	14.17	17.4	0.11060263157017862	1.39	1.66	1.62	1.55	0.93	1.7
1739	Mn-Na2WO4/TiO2	Mn	25	Na	11	W	74	TiO2	12	0.37	0.185	40	40	20	900	20	3.0	14.6	2.4	0.38	6	10.32	5.84	0.53	5.31	9.1	2.14	56.59	5.14	51.45	88.18	20.74	17.4	0.15835453430544763	1.39	1.66	1.62	1.55	0.93	1.7
