	Name	M1	M1_atom_number	M2	M2_atom_number	M3	M3_atom_number	Support 	Support_ID	M2_mol	M3_mol	M1_mol%	M2_mol%	M3_mol%	Temp	Total_flow	Ar_flow	CH4_flow	O2_flow	CT	CH4/O2	CH4_conv	C2y	C2H6y	C2H4y	COy	CO2y	C2s	C2H6s	C2H4s	COs	CO2s	BET_surface_area	rate_constant	radii_M1	radii_M2	radii_M3	chi_M1	chi_M2	chi_M3
4890	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	775	10	7.0	2.4	0.6	0.75	4	16.37	5.49	2.5	2.99	3.06	5.05	33.54	15.27	18.27	18.69	30.85	650.0	0.07528604930816878	1.39	1.22	1.54	1.55	1.65	2.16
4891	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	775	15	10.5	3.6	0.9	0.5	4	12.07	4.28	2.29	1.99	2.11	3.74	35.46	18.97	16.49	17.48	30.99	650.0	0.08748584589583748	1.39	1.22	1.54	1.55	1.65	2.16
4892	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	775	20	14.0	4.8	1.2	0.38	4	10.87	3.79	2.15	1.64	1.7	2.97	34.87	19.78	15.09	15.64	27.32	650.0	0.10167600951294256	1.39	1.22	1.54	1.55	1.65	2.16
4893	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	775	10	7.0	2.6	0.4	0.75	6	10.88	3.93	2.13	1.8	1.53	3.62	36.12	19.58	16.54	14.06	33.27	650.0	0.053457458088592306	1.39	1.22	1.54	1.55	1.65	2.16
4894	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	775	15	10.5	3.9	0.6	0.5	6	9.36	2.61	1.53	1.08	0.62	2.32	27.88	16.35	11.54	6.62	24.79	650.0	0.052893300029967005	1.39	1.22	1.54	1.55	1.65	2.16
4895	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	775	20	14.0	5.1	0.9	0.38	6	6.17	2.39	1.6	0.79	0.3	1.92	38.74	25.93	12.8	4.86	31.12	650.0	0.06365852316109913	1.39	1.22	1.54	1.55	1.65	2.16
4896	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	10	1.5	5.7	2.8	0.75	2	34.14	8.09	1.81	6.28	19.01	6.81	23.7	5.3	18.39	55.68	19.95	650.0	0.11248046482409763	1.39	1.22	1.54	1.55	1.65	2.16
4897	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	15	2.3	8.5	4.3	0.5	2	36.09	8.42	2.03	6.39	18.85	6.74	23.33	5.62	17.71	52.23	18.68	650.0	0.17591455751828405	1.39	1.22	1.54	1.55	1.65	2.16
4898	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	20	3.0	11.3	5.7	0.38	2	36.04	8.65	2.15	6.5	18.7	6.6	24.0	5.97	18.04	51.89	18.31	650.0	0.23808395569493598	1.39	1.22	1.54	1.55	1.65	2.16
4899	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	10	1.5	6.4	2.1	0.75	3	25.46	8.22	2.15	6.07	11.63	4.18	32.29	8.44	23.84	45.68	16.42	650.0	0.1143677026952053	1.39	1.22	1.54	1.55	1.65	2.16
4900	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	15	2.3	9.6	3.2	0.5	3	22.42	8.92	2.62	6.3	11.51	4.2	39.79	11.69	28.1	51.34	18.73	650.0	0.1868638895851049	1.39	1.22	1.54	1.55	1.65	2.16
4901	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	20	3.0	12.8	4.3	0.38	3	23.37	8.75	2.73	6.02	10.74	3.88	37.44	11.68	25.76	45.96	16.6	650.0	0.2409662987512908	1.39	1.22	1.54	1.55	1.65	2.16
4902	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	10	1.5	6.8	1.7	0.75	4	20.52	7.58	2.35	5.23	7.62	3.3	36.94	11.45	25.49	37.13	16.08	650.0	0.10510237406129469	1.39	1.22	1.54	1.55	1.65	2.16
4903	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	15	2.3	10.2	2.6	0.5	4	18.48	7.65	2.67	4.98	6.84	3.12	41.4	14.45	26.95	37.01	16.88	650.0	0.1591689586856848	1.39	1.22	1.54	1.55	1.65	2.16
4904	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	20	3.0	13.6	3.4	0.38	4	16.6	7.03	2.71	4.32	5.72	2.51	42.35	16.33	26.02	34.46	15.12	650.0	0.19182454084296008	1.39	1.22	1.54	1.55	1.65	2.16
4905	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	10	1.5	7.3	1.2	0.75	6	14.83	5.75	2.29	3.46	3.7	2.43	38.77	15.44	23.33	24.95	16.39	650.0	0.07895914621329496	1.39	1.22	1.54	1.55	1.65	2.16
4906	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	15	2.3	10.9	1.8	0.5	6	9.19	4.84	2.28	2.56	2.81	1.85	52.67	24.81	27.86	30.58	20.13	650.0	0.09922100110666889	1.39	1.22	1.54	1.55	1.65	2.16
4907	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	20	3.0	14.6	2.4	0.38	6	6.9	4.16	2.18	1.98	2.21	1.41	60.29	31.59	28.7	32.03	20.43	650.0	0.11181592531829504	1.39	1.22	1.54	1.55	1.65	2.16
4908	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	10	4.0	4.0	2.0	0.75	2	33.72	8.44	2.22	6.22	17.39	7.56	25.03	6.58	18.45	51.57	22.42	650.0	0.11756758787163395	1.39	1.22	1.54	1.55	1.65	2.16
4909	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	15	6.0	6.0	3.0	0.5	2	31.84	8.82	2.42	6.4	15.93	6.33	27.7	7.6	20.1	50.03	19.88	650.0	0.18466922240559216	1.39	1.22	1.54	1.55	1.65	2.16
4910	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	20	8.0	8.0	4.0	0.38	2	31.49	8.9	2.59	6.31	14.8	5.58	28.26	8.22	20.04	47.0	17.72	650.0	0.24529574137415447	1.39	1.22	1.54	1.55	1.65	2.16
4911	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	10	4.0	4.5	1.5	0.75	3	22.31	7.92	2.53	5.39	8.88	4.61	35.5	11.34	24.16	39.8	20.66	650.0	0.11001656209928545	1.39	1.22	1.54	1.55	1.65	2.16
4912	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	15	6.0	6.8	2.3	0.5	3	18.64	7.5	2.78	4.72	7.08	3.78	40.24	14.91	25.32	37.98	20.28	650.0	0.1559230829394236	1.39	1.22	1.54	1.55	1.65	2.16
4913	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	20	8.0	9.0	3.0	0.38	3	16.09	6.92	2.75	4.17	5.98	3.09	43.01	17.09	25.92	37.17	19.2	650.0	0.18871275672105375	1.39	1.22	1.54	1.55	1.65	2.16
4914	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	10	4.0	4.8	1.2	0.75	4	15.7	6.44	2.53	3.91	4.92	3.43	41.02	16.11	24.9	31.34	21.85	650.0	0.08875632569615081	1.39	1.22	1.54	1.55	1.65	2.16
4915	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	15	6.0	7.2	1.8	0.5	4	11.77	5.2	2.48	2.72	3.56	2.44	44.18	21.07	23.11	30.25	20.73	650.0	0.10680155345423059	1.39	1.22	1.54	1.55	1.65	2.16
4916	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	20	8.0	9.6	2.4	0.38	4	7.21	4.79	2.33	2.46	2.86	1.91	66.44	32.32	34.12	39.67	26.49	650.0	0.12917159918550372	1.39	1.22	1.54	1.55	1.65	2.16
4917	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	10	4.0	5.1	0.9	0.75	6	6.48	4.13	2.03	2.1	2.03	2.15	63.73	31.33	32.41	31.33	33.18	650.0	0.05623610519891487	1.39	1.22	1.54	1.55	1.65	2.16
4918	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	15	6.0	7.7	1.3	0.5	6	4.63	3.33	1.91	1.42	1.37	1.54	71.92	41.25	30.67	29.59	33.26	650.0	0.06773413902315462	1.39	1.22	1.54	1.55	1.65	2.16
4919	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	20	8.0	10.3	1.7	0.38	6	4.22	2.76	1.72	1.04	1.07	1.18	65.4	40.76	24.64	25.36	27.96	650.0	0.07365272773728608	1.39	1.22	1.54	1.55	1.65	2.16
4920	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	10	7.0	2.0	1.0	0.75	2	18.87	5.38	2.63	2.75	5.29	5.82	28.51	13.94	14.57	28.03	30.84	650.0	0.07373508771345241	1.39	1.22	1.54	1.55	1.65	2.16
4921	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	15	10.5	3.0	1.5	0.5	2	16.04	3.75	2.27	1.48	2.97	4.09	23.38	14.15	9.23	18.52	25.5	650.0	0.07644242564039548	1.39	1.22	1.54	1.55	1.65	2.16
4922	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	20	14.0	4.0	2.0	0.38	2	13.0	3.44	2.13	1.31	2.17	3.35	26.46	16.38	10.08	16.69	25.77	650.0	0.09212002420740865	1.39	1.22	1.54	1.55	1.65	2.16
4923	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	10	7.0	2.3	0.8	0.75	3	11.82	3.81	2.2	1.61	2.37	3.71	32.23	18.61	13.62	20.05	31.39	650.0	0.05179304509808958	1.39	1.22	1.54	1.55	1.65	2.16
4924	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	15	10.5	3.4	1.1	0.5	3	9.05	2.97	2.04	0.93	1.6	3.05	32.82	22.54	10.28	17.68	33.7	650.0	0.06029995390176644	1.39	1.22	1.54	1.55	1.65	2.16
4925	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	20	14.0	4.5	1.5	0.38	3	5.03	2.42	1.51	0.91	0.7	2.19	48.11	30.02	18.09	13.92	43.54	650.0	0.06446745158000061	1.39	1.22	1.54	1.55	1.65	2.16
4926	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	10	7.0	2.4	0.6	0.75	4	8.89	3.21	1.95	1.26	1.45	2.98	36.11	21.93	14.17	16.31	33.52	650.0	0.04350200376945889	1.39	1.22	1.54	1.55	1.65	2.16
4927	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	15	10.5	3.6	0.9	0.5	4	6.35	1.88	1.32	0.56	0.75	2.04	29.61	20.79	8.82	11.81	32.13	650.0	0.03795793319560571	1.39	1.22	1.54	1.55	1.65	2.16
4928	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	20	14.0	4.8	1.2	0.38	4	6.47	1.65	1.17	0.48	0.24	1.53	25.5	18.08	7.42	3.71	23.65	650.0	0.043783266192166444	1.39	1.22	1.54	1.55	1.65	2.16
4929	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	10	7.0	2.6	0.4	0.75	6	5.05	2.21	1.48	0.73	0.32	2.01	43.76	29.31	14.46	6.34	39.8	650.0	0.02979715155187683	1.39	1.22	1.54	1.55	1.65	2.16
4930	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	15	10.5	3.9	0.6	0.5	6	3.34	1.44	1.01	0.43	0.23	1.21	43.11	30.24	12.87	6.89	36.23	650.0	0.029009372405763376	1.39	1.22	1.54	1.55	1.65	2.16
4931	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	750	20	14.0	5.1	0.9	0.38	6	3.44	1.1	0.78	0.32	0.32	0.95	31.98	22.67	9.3	9.3	27.62	650.0	0.02910775620901302	1.39	1.22	1.54	1.55	1.65	2.16
4932	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	10	1.5	5.7	2.8	0.75	2	31.43	7.17	2.38	4.79	14.48	5.19	22.81	7.57	15.24	46.07	16.51	650.0	0.09920043010166689	1.39	1.22	1.54	1.55	1.65	2.16
4933	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	15	2.3	8.5	4.3	0.5	2	25.67	7.31	2.56	4.75	13.02	4.22	28.48	9.97	18.5	50.72	16.44	650.0	0.1518191882007	1.39	1.22	1.54	1.55	1.65	2.16
4934	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	20	3.0	11.3	5.7	0.38	2	22.13	7.08	2.56	4.52	11.42	3.55	31.99	11.57	20.42	51.6	16.04	650.0	0.19324020548916562	1.39	1.22	1.54	1.55	1.65	2.16
4935	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	10	1.5	6.4	2.1	0.75	3	10.97	4.93	2.19	2.74	4.96	2.13	44.94	19.96	24.98	45.21	19.42	650.0	0.06740896482286975	1.39	1.22	1.54	1.55	1.65	2.16
4936	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	15	2.3	9.6	3.2	0.5	3	7.21	4.12	2.03	2.09	3.81	1.46	57.14	28.16	28.99	52.84	20.25	650.0	0.08414555284381554	1.39	1.22	1.54	1.55	1.65	2.16
4937	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	20	3.0	12.8	4.3	0.38	3	5.6	3.72	1.92	1.8	3.04	1.07	66.43	34.29	32.14	54.29	19.11	650.0	0.09976203440321099	1.39	1.22	1.54	1.55	1.65	2.16
4938	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	10	1.5	6.8	1.7	0.75	4	7.05	3.05	1.62	1.43	2.17	1.15	43.26	22.98	20.28	30.78	16.31	650.0	0.04129973906590737	1.39	1.22	1.54	1.55	1.65	2.16
4939	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	15	2.3	10.2	2.6	0.5	4	4.91	2.45	1.42	1.03	1.42	0.82	49.9	28.92	20.98	28.92	16.7	650.0	0.04961023783794223	1.39	1.22	1.54	1.55	1.65	2.16
4940	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	20	3.0	13.6	3.4	0.38	4	3.24	2.11	1.26	0.85	1.02	0.64	65.12	38.89	26.23	31.48	19.75	650.0	0.05612049135461166	1.39	1.22	1.54	1.55	1.65	2.16
4941	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	10	1.5	7.3	1.2	0.75	6	3.08	1.7	1.02	0.68	0.81	0.7	55.19	33.12	22.08	26.3	22.73	650.0	0.02286154511329402	1.39	1.22	1.54	1.55	1.65	2.16
4942	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	15	2.3	10.9	1.8	0.5	6	3.11	1.29	0.84	0.45	0.36	0.5	41.48	27.01	14.47	11.58	16.08	650.0	0.025967855116589573	1.39	1.22	1.54	1.55	1.65	2.16
4943	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	20	3.0	14.6	2.4	0.38	6	1.75	1.06	0.7	0.36	0.16	0.37	60.57	40.0	20.57	9.14	21.14	650.0	0.02804363207507602	1.39	1.22	1.54	1.55	1.65	2.16
4944	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	10	4.0	4.0	2.0	0.75	2	11.58	4.83	2.2	2.63	5.73	2.55	41.71	19.0	22.71	49.48	22.02	650.0	0.06600722653845247	1.39	1.22	1.54	1.55	1.65	2.16
4945	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	15	6.0	6.0	3.0	0.5	2	7.83	3.89	1.97	1.92	3.71	1.65	49.68	25.16	24.52	47.38	21.07	650.0	0.07935363430579685	1.39	1.22	1.54	1.55	1.65	2.16
4946	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	20	8.0	8.0	4.0	0.38	2	6.91	3.51	1.92	1.59	2.92	1.28	50.8	27.79	23.01	42.26	18.52	650.0	0.09402844725210249	1.39	1.22	1.54	1.55	1.65	2.16
4947	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	10	4.0	4.5	1.5	0.75	3	5.59	2.47	1.48	0.99	1.6	1.33	44.19	26.48	17.71	28.62	23.79	650.0	0.03334688400555701	1.39	1.22	1.54	1.55	1.65	2.16
4948	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	15	6.0	6.8	2.3	0.5	3	2.38	1.83	1.21	0.62	0.86	0.89	76.89	50.84	26.05	36.13	37.39	650.0	0.036939032567322644	1.39	1.22	1.54	1.55	1.65	2.16
4949	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	20	8.0	9.0	3.0	0.38	3	2.95	1.61	1.07	0.54	0.47	0.64	54.58	36.27	18.31	15.93	21.69	650.0	0.042713192395834924	1.39	1.22	1.54	1.55	1.65	2.16
4950	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	10	4.0	4.8	1.2	0.75	4	2.17	1.63	1.05	0.58	0.72	0.97	75.12	48.39	26.73	33.18	44.7	650.0	0.021912408617899698	1.39	1.22	1.54	1.55	1.65	2.16
4951	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	15	6.0	7.2	1.8	0.5	4	2.82	1.32	0.88	0.44	0.18	0.63	46.81	31.21	15.6	6.38	22.34	650.0	0.026575788653870815	1.39	1.22	1.54	1.55	1.65	2.16
4952	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	20	8.0	9.6	2.4	0.38	4	2.41	1.06	0.77	0.29	0.03	0.45	43.98	31.95	12.03	1.24	18.67	650.0	0.02804363207507602	1.39	1.22	1.54	1.55	1.65	2.16
4953	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	10	4.0	5.1	0.9	0.75	6	1.9	0.93	0.68	0.25	0.2	0.62	48.95	35.79	13.16	10.53	32.63	650.0	0.012458020004203289	1.39	1.22	1.54	1.55	1.65	2.16
4954	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	15	6.0	7.7	1.3	0.5	6	1.54	0.72	0.58	0.14	0.08	0.38	46.75	37.66	9.09	5.19	24.68	650.0	0.014452090183479165	1.39	1.22	1.54	1.55	1.65	2.16
4955	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	20	8.0	10.3	1.7	0.38	6	1.34	0.68	0.5	0.18	0.31	0.3	50.75	37.31	13.43	23.13	22.39	650.0	0.017955856179277727	1.39	1.22	1.54	1.55	1.65	2.16
4956	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	10	7.0	2.0	1.0	0.75	2	2.49	1.09	0.87	0.22	0.41	1.14	43.78	34.94	8.84	16.47	45.78	650.0	0.014613120315122683	1.39	1.22	1.54	1.55	1.65	2.16
4957	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	15	10.5	3.0	1.5	0.5	2	3.25	0.89	0.72	0.17	0.97	0.65	27.38	22.15	5.23	29.85	20.0	650.0	0.017879683138948593	1.39	1.22	1.54	1.55	1.65	2.16
4958	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	20	14.0	4.0	2.0	0.38	2	2.8	0.88	0.86	0.02	1.28	0.53	31.43	30.71	0.71	45.71	18.93	650.0	0.02326039122948524	1.39	1.22	1.54	1.55	1.65	2.16
4959	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	10	7.0	2.3	0.8	0.75	3	2.92	0.7	0.64	0.06	0.59	0.78	23.97	21.92	2.05	20.21	26.71	650.0	0.009366153249285955	1.39	1.22	1.54	1.55	1.65	2.16
4960	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	15	10.5	3.4	1.1	0.5	3	3.38	0.76	0.73	0.03	1.19	0.55	22.49	21.6	0.89	35.21	16.27	650.0	0.015258054328982326	1.39	1.22	1.54	1.55	1.65	2.16
4961	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	20	14.0	4.5	1.5	0.38	3	2.29	0.53	0.43	0.1	1.22	0.39	23.14	18.78	4.37	53.28	17.03	650.0	0.013984460062549381	1.39	1.22	1.54	1.55	1.65	2.16
4962	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	10	7.0	2.4	0.6	0.75	4	1.08	0.71	0.62	0.09	0.75	0.65	65.74	57.41	8.33	69.44	60.19	650.0	0.009500433256784836	1.39	1.22	1.54	1.55	1.65	2.16
4963	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	15	10.5	3.6	0.9	0.5	4	1.77	0.52	0.42	0.1	1.08	0.4	29.38	23.73	5.65	61.02	22.6	650.0	0.010427134105774867	1.39	1.22	1.54	1.55	1.65	2.16
4964	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	20	14.0	4.8	1.2	0.38	4	2.63	0.46	0.35	0.11	1.27	0.26	17.49	13.31	4.18	48.29	9.89	650.0	0.012133190941271825	1.39	1.22	1.54	1.55	1.65	2.16
4965	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	10	7.0	2.6	0.4	0.75	6	2.28	0.66	0.49	0.17	0.83	0.48	28.95	21.49	7.46	36.4	21.05	650.0	0.008829168411849293	1.39	1.22	1.54	1.55	1.65	2.16
4966	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	15	10.5	3.9	0.6	0.5	6	2.65	0.54	0.53	0.01	1.05	0.3	20.38	20.0	0.38	39.62	11.32	650.0	0.010829265402997683	1.39	1.22	1.54	1.55	1.65	2.16
4967	Mn-ZnMoO4/SiO2	Mn	25	Zn	30	Mo	42	SiO2	11	0.185	0.185	40	40	20	700	20	14.0	5.1	0.9	0.38	6	2.41	0.53	0.45	0.08	1.1	0.22	21.99	18.67	3.32	45.64	9.13	650.0	0.013984460062549381	1.39	1.22	1.54	1.55	1.65	2.16
4968	Ti-Na2WO4/SiO2	Ti	22	Na	11	W	74	SiO2	11	0.37	0.185	40	40	20	900	10	1.5	5.7	2.8	0.75	2	29.96	4.9	0.53	4.37	21.17	12.56	16.36	1.77	14.59	70.66	41.92	650.0	0.06698828858232905	1.6	1.66	1.62	1.54	0.93	1.7
4969	Ti-Na2WO4/SiO2	Ti	22	Na	11	W	74	SiO2	11	0.37	0.185	40	40	20	900	15	2.3	8.5	4.3	0.5	2	33.19	5.41	0.57	4.84	23.12	10.77	16.3	1.72	14.58	69.66	32.45	650.0	0.11123684752602453	1.6	1.66	1.62	1.54	0.93	1.7
4970	Ti-Na2WO4/SiO2	Ti	22	Na	11	W	74	SiO2	11	0.37	0.185	40	40	20	900	20	3.0	11.3	5.7	0.38	2	33.12	5.97	0.59	5.38	23.64	9.71	18.03	1.78	16.24	71.38	29.32	650.0	0.1619902781555416	1.6	1.66	1.62	1.54	0.93	1.7
4971	Ti-Na2WO4/SiO2	Ti	22	Na	11	W	74	SiO2	11	0.37	0.185	40	40	20	900	10	1.5	6.4	2.1	0.75	3	19.81	5.08	0.48	4.6	15.61	7.45	25.64	2.42	23.22	78.8	37.61	650.0	0.06951433922737134	1.6	1.66	1.62	1.54	0.93	1.7
4972	Ti-Na2WO4/SiO2	Ti	22	Na	11	W	74	SiO2	11	0.37	0.185	40	40	20	900	15	2.3	9.6	3.2	0.5	3	21.55	5.77	0.51	5.26	15.95	6.33	26.77	2.37	24.41	74.01	29.37	650.0	0.11886316753885294	1.6	1.66	1.62	1.54	0.93	1.7
4973	Ti-Na2WO4/SiO2	Ti	22	Na	11	W	74	SiO2	11	0.37	0.185	40	40	20	900	20	3.0	12.8	4.3	0.38	3	21.62	6.33	0.56	5.77	16.36	5.66	29.28	2.59	26.69	75.67	26.18	650.0	0.1720847862290847	1.6	1.66	1.62	1.54	0.93	1.7
4974	Ti-Na2WO4/SiO2	Ti	22	Na	11	W	74	SiO2	11	0.37	0.185	40	40	20	900	10	1.5	6.8	1.7	0.75	4	14.97	4.97	0.48	4.49	12.24	5.32	33.2	3.21	29.99	81.76	35.54	650.0	0.06797007301982329	1.6	1.66	1.62	1.54	0.93	1.7
